objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Fire in the Library","240744","0","0","0","1","0","0","0","0","0","0","0","3","","1-6 Players
15-30 Min 
C-A-2","","","","147497741","5.69378","6.51814","1.4737","6483","1686","thing","Fire in the Library","1","6","30","30","15","2019","1,2,3,4,5,6","3,5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Fire in the Library: Technology","263052","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","147497760","5.52435","7.0922","1","0","331","thing","Fire in the Library: Technology","1","6","30","30","15","2019","1,2,3,4,5,6","1","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Fire Tower","226605","0","0","0","1","0","0","0","0","0","0","0","3","","2 - 4 players","","","","135498905","6.26132","7.0739","1.7121","2017","7680","thing","Fire Tower","2","4","30","30","15","2019","2,3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Fit to Print","352574","0","0","0","1","0","0","0","0","0","0","0","3","","1-6 players
15-30 min 
S-3-4","","","","136185377","6.62739","7.2999","2.1264","1053","9944","thing","Fit to Print","1","6","30","30","15","2023","1,2,3,4,5,6","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Five Nights at Freddy's: Survive 'Til 6AM","319288","7.2","1","0","1","0","0","0","0","0","0","0","3","","1 - 2 player
20 Min
C-B-4","","","","138388153","5.55125","6.25788","1.4","13198","772","thing","Five Nights at Freddy's: Survive 'Til 6AM","1","2","20","20","20","2020","1,2","2","8–12","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Flamecraft","336986","0","0","0","1","0","0","0","0","0","0","0","3","","1 - 5 players
60 Min
S-1-3","","","","135499196","7.08683","7.36641","2.1865","407","46563","thing","Flamecraft","1","5","60","60","60","2022","1,2,3,4,5","3","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Flamecraft Duals","439305","8.8","3","0","1","0","0","0","0","0","0","0","3","","1 - 2 player
30 minutes
C-B-4
You have multiple modes including introducing the fancy dragons great game to pull out as filler or simple fun.","","","","140031016","6.45705","7.95083","1.6591","1437","6730","thing","Flamecraft Duals","1","2","45","45","30","2025","1,2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Flamecraft: Dragons & Dragons","445543","0","0","0","1","0","0","0","0","0","0","0","3","","Expansion 
S-1-3","","","","148054093","5.6477","8.32039","2.3333","0","2745","thing","Flamecraft: Dragons & Dragons","1","5","60","60","60","2025","1,2,3,4","3","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Flamecraft: Dragons of the Past Promo Pack","447867","0","0","0","1","0","0","0","0","0","0","0","3","","Expansion
S-1-3","","","","148054067","5.59859","8.14307","2","0","2049","thing","Flamecraft: Dragons of the Past Promo Pack","1","5","60","60","60","2025","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Flip 7","420087","8","5","0","1","0","0","0","0","0","0","0","3","","","","","","139124296","6.99629","7.21388","1.0387","510","54975","thing","Flip 7","3","18","20","20","20","2024","3,4,5,6,7,8","5,6","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"FlipToons","449185","9","10","0","1","0","0","0","0","0","0","0","3","","","","","","135538594","6.51821","7.31869","1.7255","1297","5448","thing","FlipToons","1","4","30","30","15","2025","1,2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Floats McGoats","403639","7.8","0","0","1","0","0","0","0","0","0","0","3","","2 - 4 players
15 - 30 minutes
C-B-2","","","","135498040","5.52703","6.56668","1.5","17536","329","thing","Floats McGoats","2","4","30","30","15","2023","2,3,4","3,4","8+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Flock Together","383360","9","1","0","1","0","0","0","0","0","0","0","1","","1-5 players
25-125 min 
S-2-1

Harder than expected","","","","139238457","5.93501","7.18939","2.4074","3625","2886","thing","Flock Together","1","5","125","125","25","2024","1,2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Floristry","417518","0","0","0","1","0","0","0","0","0","0","0","3","","2 Players
15-20 minutes
C-B-4","","","","142834960","5.72072","7.04469","1.25","5963","1393","thing","Floristry","2","2","20","20","15","2025","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Foodfighters","178839","0","0","0","1","0","0","0","0","0","0","0","3","","2 Players
20 - 30 Minutes
C-A-4","","","","143231328","5.6023","6.41997","1.3125","9366","924","thing","Foodfighters","2","2","30","30","20","2015","2","2","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Foodfighters: the S'Mores Expansion","183125","0","0","0","1","0","0","0","0","0","0","0","3","","Expansion
C-A-4","","","","143231334","0","6.42821","0","0","144","thing","Foodfighters: the S'Mores Expansion","2","2","30","30","20","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"For the King (and Me)","333553","0","0","0","1","0","0","0","0","0","0","0","3","","2 - 5 Players
30 Minutes
C-B-2","","","","147998470","5.89992","6.88301","1.4194","3896","1961","thing","For the King (and Me)","2","5","30","30","30","2021","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Forbidden Desert","136063","0","0","0","1","0","0","0","0","0","0","0","3","","2 - 5 players
45 min
Co-op","","","","136095796","6.9085","7.05745","2.04","613","59059","thing","Forbidden Desert","2","5","45","45","45","2013","1,2,3,4,5","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Forbidden Island","65244","0","0","0","1","0","0","0","0","0","0","0","3","","2 - 4 players","","","","135498200","6.63894","6.74851","1.7403","1035","101795","thing","Forbidden Island","2","4","30","30","30","2010","1,2,3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Forbidden Jungle","380226","0","0","0","1","0","0","0","0","0","0","0","3","","2 - 5 players","","","","135498185","6.11217","7.2881","2.087","2621","5130","thing","Forbidden Jungle","2","5","45","45","45","2023","2,3,4","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Formaggio","430533","0","0","0","1","0","0","0","0","0","0","0","3","","1 - 4 players
40 minutes 
S-1-5

Farming cheese and wine","","","","138695011","6.43315","8.06061","2.3947","1504","4811","thing","Formaggio","1","4","45","45","30","2025","1,2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Formidable Farm","448500","7.9","1","0","1","0","0","0","0","0","0","0","3","","1 - 4 Players
30 - 45 Minues
C-B-2","","","","147100216","5.82618","7.02478","1.8824","4547","1154","thing","Formidable Farm","1","4","45","45","30","2025","1,2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Fort","296912","8.5","1","0","1","0","0","0","0","0","0","0","3","","2 - 4 players
20-40 minutes
C-B-2

vibes from the classic Kids Next Door, your doing what all kids want to do hang out with friends, eat pizza and horde massive amounts of toys while building your dream fort.","","","","135496395","6.7574","7.054","2.4456","829","22483","thing","Fort","2","4","40","40","20","2020","2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Fort: Cats & Dogs Expansion","341066","0","0","0","1","0","0","0","0","0","0","0","3","","In main game box
Expansion
C-B-2","","","","135554432","5.99262","7.46925","2.625","0","5467","thing","Fort: Cats & Dogs Expansion","2","4","40","40","20","2021","2,3,4","3,4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Fossilis","280032","8","1","0","1","0","0","0","0","0","0","0","3","","2-5 players
45-60 min 
S-3-1","","","","142268920","6.05036","6.95933","2.2982","2938","3874","thing","Fossilis","2","5","60","60","45","2020","2,3,4,5","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Foundations of Rome (Maximus Edition)","422426","9","1","0","1","0","0","0","0","0","0","0","3","","2 - 5 players
60 minutes
S-5-5","","","","135500529","5.691","8.70127","2","0","516","thing","Foundations of Rome (Maximus Edition)","2","5","60","60","60","2024","1,2,3,4,5","3,4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Fountains","440509","0","0","0","1","0","0","0","0","0","0","0","3","","1-5 Players
30-45 Min 
S-1-1","","","","137223662","5.88489","7.38116","2.1429","4018","1479","thing","Fountains","1","5","45","45","30","2025","1,2,3,4,5","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Fox Experiment","368432","0","0","0","1","0","0","0","0","0","0","0","3","","1-4 Players
60 Min 
S-1-4","","","","137223655","6.57378","7.31137","2.5825","1158","7580","thing","The Fox Experiment","1","4","60","60","60","2023","1,2,3,4","3,4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"The Fox in the Forest Duet","288169","0","0","0","1","0","0","0","0","0","0","0","3","","2 players
30 Minuutes
C-B-4","","","","135497118","6.42956","6.95653","1.7742","1514","10844","thing","The Fox in the Forest Duet","2","2","30","30","30","2020","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Foxglove Farm","466715","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","146873675","5.55401","7.16829","2.4","12883","322","thing","Foxglove Farm","1","4","60","60","30","2026","2,3","2","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Foxy","359318","7.7","2","0","1","0","0","0","0","0","0","0","3","","1 - 5 players
15 min
C-B-1

Memory deduction","","","","139487137","5.85684","7.09508","1","4251","1598","thing","Foxy","1","5","15","15","15","2022","1,2,3,4,5","2,3,4,5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Fractured Sky","370581","8.5","1","0","1","0","0","0","0","0","0","0","3","","1 - 5 players
45 - 75 minutes 
C-A-2

Area control","","","","138696120","6.2808","7.44934","2.375","1952","3721","thing","Fractured Sky","1","5","75","75","45","2024","3,4,5","4,5","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Fractured Sky: Rift","421463","0","0","0","1","0","0","0","0","0","0","0","3","","Expansion","","","","138696125","5.5568","8.01964","2","0","855","thing","Fractured Sky: Rift","2","5","75","75","45","2025","3,4,5","5","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Fresco","66188","0","0","0","1","0","0","0","0","0","0","0","3","","2 - 4 players
60 min
S-1-3

Market","","","","138697184","6.96425","7.23866","2.6381","543","16849","thing","Fresco","2","4","60","60","60","2010","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Fromage","384213","0","0","0","1","0","0","0","0","0","0","0","3","","1-4 Players
30-45 Min 
S-1-5","","","","139293881","7.1087","7.681","2.3726","384","11712","thing","Fromage","1","4","45","45","30","2024","1,2,3,4","4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Frostpunk: The Board Game","311988","0","0","0","1","0","0","0","0","0","0","0","3","","1 - 4 players","","","","135499648","7.11563","8.12391","4.4092","377","11922","thing","Frostpunk: The Board Game","1","4","150","150","120","2022","1,2","1","16+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Funfair","315881","8","2","0","1","0","0","0","0","0","0","0","3","","2 - 4 player
30-60 Min 
S-1-2","","","","136809677","6.22448","7.3222","2.1212","2157","3468","thing","Funfair","2","4","60","60","30","2021","2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Funkoverse Strategy Game: Aggretsuko 100","299275","0","0","0","1","0","0","0","0","0","0","0","3","","Expansion ","","","","135500566","5.57261","7.87532","0","0","601","thing","Funkoverse Strategy Game: Aggretsuko 100","2","2","60","60","20","2020","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
